t,neuron_id,threshold
105,21,0.628034
105,22,0.249924
105,23,0.137945
105,24,0.207527
105,25,0.025621
105,26,0.615965
105,27,0.784441
105,28,0.496989
105,29,0.926334
105,30,0.469177
105,31,0.895633
105,32,0.534176
105,33,0.835375
105,34,0.984969
105,35,0.450065
105,36,0.587655
105,37,0.396316
105,38,0.153473
105,39,0.162516
105,40,0.586067
105,41,0.143896
105,42,0.416580
105,43,0.424656
105,44,0.561450
105,45,0.724850
105,46,0.187297
105,47,0.368713
105,48,0.048120
105,49,0.252859
105,50,0.503792
105,51,0.662977
105,52,0.358448
105,53,0.840129
105,54,0.245963
105,55,0.783479
105,56,0.478297
105,57,0.946381
105,58,0.972174
105,59,0.052664
105,60,0.114185
105,61,0.625914
105,62,0.483485
105,63,0.221074
105,64,0.674055
105,65,0.827397
105,66,0.131165
105,67,0.173015
105,68,0.349261
105,69,0.813377
105,70,0.727878
105,71,0.678832
105,72,0.810135
105,73,0.538366
105,74,0.288182
105,75,0.621034
105,76,0.261770
105,77,0.397688
105,78,0.397501
105,79,0.309329
105,80,0.386030
105,81,0.131397
105,82,0.208406
105,83,0.975505
105,84,0.272823
105,85,0.346322
105,86,0.979483
105,87,0.650600
105,88,0.306057
105,89,0.918025
105,90,0.539170
105,91,0.283675
105,92,0.777455
105,93,0.503995
105,94,0.684369
105,95,0.992632
105,96,0.256181
105,97,0.606182
105,98,0.215650
105,99,0.433844
106,0,0.770115
106,1,0.328473
106,2,0.450570
106,3,0.185740
106,4,0.467105
106,5,0.356994
106,6,0.998576
106,7,0.277425
106,8,0.303391
106,9,0.162622
106,10,0.719769
106,11,0.580577
106,12,0.020538
106,13,0.393325
106,14,0.897888
106,15,0.272443
106,16,0.419920
106,17,0.779024
106,18,0.027340
106,19,0.520862
106,20,0.862058
106,21,0.628034
106,22,0.249924
106,23,0.137945
106,24,0.207527
106,25,0.025621
106,26,0.615965
106,27,0.784441
106,28,0.496989
106,29,0.926334
106,30,0.469177
106,31,0.895633
106,32,0.534176
106,33,0.835375
106,34,0.984969
106,35,0.450065
106,36,0.587655
106,37,0.396316
106,38,0.153473
106,39,0.162516
106,40,0.586067
106,41,0.143896
106,42,0.416580
106,43,0.424656
106,44,0.561450
106,45,0.724850
106,46,0.187297
106,47,0.368713
106,48,0.048120
106,49,0.252859
106,50,0.503792
106,51,0.662977
106,52,0.358448
106,53,0.840129
106,54,0.245963
106,55,0.783479
106,56,0.478297
106,57,0.946381
106,58,0.972174
106,59,0.052664
106,60,0.114185
106,61,0.625914
106,62,0.483485
106,63,0.221074
106,64,0.674055
106,65,0.827397
106,66,0.131165
106,67,0.173015
106,68,0.349261
106,69,0.813377
106,70,0.727878
106,71,0.678832
106,72,0.810135
106,73,0.538366
106,74,0.288182
106,75,0.621034
106,76,0.261770
106,77,0.397688
106,78,0.397501
106,79,0.309329
106,80,0.386030
106,81,0.131397
106,82,0.208406
106,83,0.975505
106,84,0.272823
106,85,0.346322
106,86,0.979483
106,87,0.650600
106,88,0.306057
106,89,0.918025
106,90,0.539170
106,91,0.283675
106,92,0.777455
106,93,0.503995
106,94,0.684369
106,95,0.992632
106,96,0.256181
106,97,0.606182
106,98,0.215650
106,99,0.433844
107,0,0.770115
107,1,0.328473
107,2,0.450570
107,3,0.185740
107,4,0.467105
107,5,0.356994
107,6,0.998576
107,7,0.277425
107,8,0.303391
107,9,0.162622
107,10,0.719769
107,11,0.580577
107,12,0.020538
107,13,0.393325
107,14,0.897888
107,15,0.272443
107,16,0.419920
107,17,0.779024
107,18,0.027340
107,19,0.520862
107,20,0.862058
107,21,0.628034
107,22,0.249924
107,23,0.137945
107,24,0.207527
107,25,0.025621
107,26,0.615965
107,27,0.784441
107,28,0.496989
107,29,0.926334
107,30,0.469177
107,31,0.895633
107,32,0.534176
107,33,0.835375
107,34,0.984969
107,35,0.450065
107,36,0.587655
107,37,0.396316
107,38,0.153473
107,39,0.162516
107,40,0.586067
107,41,0.143896
107,42,0.416580
107,43,0.424656
107,44,0.561450
107,45,0.724850
107,46,0.187297
107,47,0.368713
107,48,0.048120
107,49,0.252859
107,50,0.503792
107,51,0.662977
107,52,0.358448
107,53,0.840129
107,54,0.245963
107,55,0.783479
107,56,0.478297
107,57,0.946381
107,58,0.972174
107,59,0.052664
107,60,0.114185
107,61,0.625914
107,62,0.483485
107,63,0.221074
107,64,0.674055
107,65,0.827397
107,66,0.131165
107,67,0.173015
107,68,0.349261
107,69,0.813377
107,70,0.727878
107,71,0.678832
107,72,0.810135
107,73,0.538366
107,74,0.288182
107,75,0.621034
107,76,0.261770
107,77,0.397688
107,78,0.397501
107,79,0.309329
107,80,0.386030
107,81,0.131397
107,82,0.208406
107,83,0.975505
107,84,0.272823
107,85,0.346322
107,86,0.979483
107,87,0.650600
107,88,0.306057
107,89,0.918025
107,90,0.539170
107,91,0.283675
107,92,0.777455
107,93,0.503995
107,94,0.684369
107,95,0.992632
107,96,0.256181
107,97,0.606182
107,98,0.215650
107,99,0.433844
108,0,0.770115
108,1,0.328473
108,2,0.450570
108,3,0.185740
108,4,0.467105
108,5,0.356994
108,6,0.998576
108,7,0.277425
108,8,0.303391
108,9,0.162622
108,10,0.719769
108,11,0.580577
108,12,0.020538
108,13,0.393325
108,14,0.897888
108,15,0.272443
108,16,0.419920
108,17,0.779024
108,18,0.027340
108,19,0.520862
108,20,0.862058
108,21,0.628034
108,22,0.249924
108,23,0.137945
108,24,0.207527
108,25,0.025621
108,26,0.615965
108,27,0.784441
108,28,0.496989
108,29,0.926334
108,30,0.469177
108,31,0.895633
108,32,0.534176
108,33,0.835375
108,34,0.984969
108,35,0.450065
108,36,0.587655
108,37,0.396316
108,38,0.153473
108,39,0.162516
108,40,0.586067
108,41,0.143896
108,42,0.416580
108,43,0.424656
108,44,0.561450
108,45,0.724850
108,46,0.187297
108,47,0.368713
108,48,0.048120
108,49,0.252859
108,50,0.503792
108,51,0.662977
108,52,0.358448
108,53,0.840129
108,54,0.245963
108,55,0.783479
108,56,0.478297
108,57,0.946381
108,58,0.972174
108,59,0.052664
108,60,0.114185
108,61,0.625914
108,62,0.483485
108,63,0.221074
108,64,0.674055
108,65,0.827397
108,66,0.131165
108,67,0.173015
108,68,0.349261
108,69,0.813377
108,70,0.727878
108,71,0.678832
108,72,0.810135
108,73,0.538366
108,74,0.288182
108,75,0.621034
108,76,0.261770
108,77,0.397688
108,78,0.397501
108,79,0.309329
108,80,0.386030
108,81,0.131397
108,82,0.208406
108,83,0.975505
108,84,0.272823
108,85,0.346322
108,86,0.979483
108,87,0.650600
108,88,0.306057
108,89,0.918025
108,90,0.539170
108,91,0.283675
108,92,0.777455
108,93,0.503995
108,94,0.684369
108,95,0.992632
108,96,0.256181
108,97,0.606182
108,98,0.215650
108,99,0.433844
109,0,0.770115
109,1,0.328473
109,2,0.450570
109,3,0.185740
109,4,0.467105
109,5,0.356994
109,6,0.998576
109,7,0.277425
109,8,0.303391
109,9,0.162622
109,10,0.719769
109,11,0.580577
109,12,0.020538
109,13,0.393325
109,14,0.897888
109,15,0.272443
109,16,0.419920
109,17,0.779024
109,18,0.027340
109,19,0.520862
109,20,0.862058
109,21,0.628034
109,22,0.249924
109,23,0.137945
109,24,0.207527
109,25,0.025621
109,26,0.615965
109,27,0.784441
109,28,0.496989
109,29,0.926334
109,30,0.469177
109,31,0.895633
109,32,0.534176
109,33,0.835375
109,34,0.984969
109,35,0.450065
109,36,0.587655
109,37,0.396316
109,38,0.153473
109,39,0.162516
109,40,0.586067
109,41,0.143896
109,42,0.416580
109,43,0.424656
109,44,0.561450
109,45,0.724850
109,46,0.187297
109,47,0.368713
109,48,0.048120
109,49,0.252859
109,50,0.503792
109,51,0.662977
109,52,0.358448
109,53,0.840129
109,54,0.245963
109,55,0.783479
109,56,0.478297
109,57,0.946381
109,58,0.972174
109,59,0.052664
109,60,0.114185
109,61,0.625914
109,62,0.483485
109,63,0.221074
109,64,0.674055
109,65,0.827397
109,66,0.131165
109,67,0.173015
109,68,0.349261
109,69,0.813377
109,70,0.727878
109,71,0.678832
109,72,0.810135
109,73,0.538366
109,74,0.288182
109,75,0.621034
109,76,0.261770
109,77,0.397688
109,78,0.397501
109,79,0.309329
109,80,0.386030
109,81,0.131397
109,82,0.208406
109,83,0.975505
109,84,0.272823
109,85,0.346322
109,86,0.979483
109,87,0.650600
109,88,0.306057
109,89,0.918025
109,90,0.539170
109,91,0.283675
109,92,0.777455
109,93,0.503995
109,94,0.684369
109,95,0.992632
109,96,0.256181
109,97,0.606182
109,98,0.215650
109,99,0.433844
110,0,0.770115
110,1,0.328473
110,2,0.450570
110,3,0.185740
110,4,0.467105
110,5,0.356994
110,6,0.998576
110,7,0.277425
110,8,0.303391
110,9,0.162622
110,10,0.719769
110,11,0.580577
110,12,0.020538
110,13,0.393325
110,14,0.897888
110,15,0.272443
110,16,0.419920
110,17,0.779024
110,18,0.027340
110,19,0.520862
110,20,0.862058
110,21,0.628034
110,22,0.249924
110,23,0.137945
110,24,0.207527
110,25,0.025621
110,26,0.615965
110,27,0.784441
110,28,0.496989
110,29,0.926334
110,30,0.469177
110,31,0.895633
110,32,0.534176
110,33,0.835375
110,34,0.984969
110,35,0.450065
110,36,0.587655
110,37,0.396316
110,38,0.153473
110,39,0.162516
110,40,0.586067
110,41,0.143896
110,42,0.416580
110,43,0.424656
110,44,0.561450
110,45,0.724850
110,46,0.187297
110,47,0.368713
110,48,0.048120
110,49,0.252859
110,50,0.503792
110,51,0.662977
110,52,0.358448
110,53,0.840129
110,54,0.245963
110,55,0.783479
110,56,0.478297
110,57,0.946381
110,58,0.972174
110,59,0.052664
110,60,0.114185
110,61,0.625914
110,62,0.483485
110,63,0.221074
110,64,0.674055
110,65,0.827397
110,66,0.131165
110,67,0.173015
110,68,0.349261
110,69,0.813377
110,70,0.727878
110,71,0.678832
110,72,0.810135
110,73,0.538366
110,74,0.288182
110,75,0.621034
110,76,0.261770
110,77,0.397688
110,78,0.397501
110,79,0.309329
110,80,0.386030
110,81,0.131397
110,82,0.208406
110,83,0.975505
110,84,0.272823
110,85,0.346322
110,86,0.979483
110,87,0.650600
110,88,0.306057
110,89,0.918025
110,90,0.539170
110,91,0.283675
110,92,0.777455
110,93,0.503995
110,94,0.684369
110,95,0.992632
110,96,0.256181
110,97,0.606182
110,98,0.215650
110,99,0.433844
111,0,0.770115
111,1,0.328473
111,2,0.450570
111,3,0.185740
111,4,0.467105
111,5,0.356994
111,6,0.998576
111,7,0.277425
111,8,0.303391
111,9,0.162622
111,10,0.719769
111,11,0.580577
111,12,0.020538
111,13,0.393325
111,14,0.897888
111,15,0.272443
111,16,0.419920
111,17,0.779024
111,18,0.027340
111,19,0.520862
111,20,0.862058
111,21,0.628034
111,22,0.249924
111,23,0.137945
111,24,0.207527
111,25,0.025621
111,26,0.615965
111,27,0.784441
111,28,0.496989
111,29,0.926334
111,30,0.469177
111,31,0.895633
111,32,0.534176
111,33,0.835375
111,34,0.984969
111,35,0.450065
111,36,0.587655
111,37,0.396316
111,38,0.153473
111,39,0.162516
111,40,0.586067
111,41,0.143896
111,42,0.416580
111,43,0.424656
111,44,0.561450
111,45,0.724850
111,46,0.187297
111,47,0.368713
111,48,0.048120
111,49,0.252859
111,50,0.503792
111,51,0.662977
111,52,0.358448
111,53,0.840129
111,54,0.245963
111,55,0.783479
111,56,0.478297
111,57,0.946381
111,58,0.972174
111,59,0.052664
111,60,0.114185
111,61,0.625914
111,62,0.483485
111,63,0.221074
111,64,0.674055
111,65,0.827397
111,66,0.131165
111,67,0.173015
111,68,0.349261
111,69,0.813377
111,70,0.727878
111,71,0.678832
111,72,0.810135
111,73,0.538366
111,74,0.288182
111,75,0.621034
111,76,0.261770
111,77,0.397688
111,78,0.397501
111,79,0.309329
111,80,0.386030
111,81,0.131397
111,82,0.208406
111,83,0.975505
111,84,0.272823
111,85,0.346322
111,86,0.979483
111,87,0.650600
111,88,0.306057
111,89,0.918025
111,90,0.539170
111,91,0.283675
111,92,0.777455
111,93,0.503995
111,94,0.684369
111,95,0.992632
111,96,0.256181
111,97,0.606182
111,98,0.215650
111,99,0.433844
112,0,0.770115
112,1,0.328473
112,2,0.450570
112,3,0.185740
112,4,0.467105
112,5,0.356994
112,6,0.998576
112,7,0.277425
112,8,0.303391
112,9,0.162622
112,10,0.719769
112,11,0.580577
112,12,0.020538
112,13,0.393325
112,14,0.897888
112,15,0.272443
112,16,0.419920
112,17,0.779024
112,18,0.027340
112,19,0.520862
112,20,0.862058
112,21,0.628034
112,22,0.249924
112,23,0.137945
112,24,0.207527
112,25,0.025621
112,26,0.615965
112,27,0.784441
112,28,0.496989
112,29,0.926334
112,30,0.469177
112,31,0.895633
112,32,0.534176
112,33,0.835375
112,34,0.984969
112,35,0.450065
112,36,0.587655
112,37,0.396316
112,38,0.153473
112,39,0.162516
112,40,0.586067
112,41,0.143896
112,42,0.416580
112,43,0.424656
112,44,0.561450
112,45,0.724850
112,46,0.187297
112,47,0.368713
112,48,0.048120
112,49,0.252859
112,50,0.503792
112,51,0.662977
112,52,0.358448
112,53,0.840129
112,54,0.245963
112,55,0.783479
112,56,0.478297
112,57,0.946381
112,58,0.972174
112,59,0.052664
112,60,0.114185
112,61,0.625914
112,62,0.483485
112,63,0.221074
112,64,0.674055
112,65,0.827397
112,66,0.131165
112,67,0.173015
112,68,0.349261
112,69,0.813377
112,70,0.727878
112,71,0.678832
112,72,0.810135
112,73,0.538366
112,74,0.288182
112,75,0.621034
112,76,0.261770
112,77,0.397688
112,78,0.397501
112,79,0.309329
112,80,0.386030
112,81,0.131397
112,82,0.208406
112,83,0.975505
112,84,0.272823
112,85,0.346322
112,86,0.979483
112,87,0.650600
112,88,0.306057
112,89,0.918025
112,90,0.539170
112,91,0.283675
112,92,0.777455
112,93,0.503995
112,94,0.684369
112,95,0.992632
112,96,0.256181
112,97,0.606182
112,98,0.215650
112,99,0.433844
113,0,0.770115
113,1,0.328473
113,2,0.450570
113,3,0.185740
113,4,0.467105
113,5,0.356994
113,6,0.998576
113,7,0.277425
113,8,0.303391
113,9,0.162622
113,10,0.719769
113,11,0.580577
113,12,0.020538
113,13,0.393325
113,14,0.897888
113,15,0.272443
113,16,0.419920
113,17,0.779024
113,18,0.027340
113,19,0.520862
113,20,0.862058
113,21,0.628034
113,22,0.249924
113,23,0.137945
113,24,0.207527
113,25,0.025621
113,26,0.615965
113,27,0.784441
113,28,0.496989
113,29,0.926334
113,30,0.469177
113,31,0.895633
113,32,0.534176
113,33,0.835375
113,34,0.984969
113,35,0.450065
113,36,0.587655
113,37,0.396316
113,38,0.153473
113,39,0.162516
113,40,0.586067
113,41,0.143896
113,42,0.416580
113,43,0.424656
113,44,0.561450
113,45,0.724850
113,46,0.187297
113,47,0.368713
113,48,0.048120
113,49,0.252859
113,50,0.503792
113,51,0.662977
113,52,0.358448
113,53,0.840129
113,54,0.245963
113,55,0.783479
113,56,0.478297
113,57,0.946381
113,58,0.972174
113,59,0.052664
113,60,0.114185
113,61,0.625914
113,62,0.483485
113,63,0.221074
113,64,0.674055
113,65,0.827397
113,66,0.131165
113,67,0.173015
113,68,0.349261
113,69,0.813377
113,70,0.727878
113,71,0.678832
113,72,0.810135
113,73,0.538366
113,74,0.288182
113,75,0.621034
113,76,0.261770
113,77,0.397688
113,78,0.397501
113,79,0.309329
113,80,0.386030
113,81,0.131397
113,82,0.208406
113,83,0.975505
113,84,0.272823
113,85,0.346322
113,86,0.979483
113,87,0.650600
113,88,0.306057
113,89,0.918025
113,90,0.539170
113,91,0.283675
113,92,0.777455
113,93,0.503995
113,94,0.684369
113,95,0.992632
113,96,0.256181
113,97,0.606182
113,98,0.215650
113,99,0.433844
114,0,0.770115
114,1,0.328473
114,2,0.450570
114,3,0.185740
114,4,0.467105
114,5,0.356994
114,6,0.998576
114,7,0.277425
114,8,0.303391
114,9,0.162622
114,10,0.719769
114,11,0.580577
114,12,0.020538
114,13,0.393325
114,14,0.897888
114,15,0.272443
114,16,0.419920
114,17,0.779024
114,18,0.027340
114,19,0.520862
114,20,0.862058
114,21,0.628034
114,22,0.249924
114,23,0.137945
114,24,0.207527
114,25,0.025621
114,26,0.615965
114,27,0.784441
114,28,0.496989
114,29,0.926334
114,30,0.469177
114,31,0.895633
114,32,0.534176
114,33,0.835375
114,34,0.984969
114,35,0.450065
114,36,0.587655
114,37,0.396316
114,38,0.153473
114,39,0.162516
114,40,0.586067
114,41,0.143896
114,42,0.416580
114,43,0.424656
114,44,0.561450
114,45,0.724850
114,46,0.187297
114,47,0.368713
114,48,0.048120
114,49,0.252859
114,50,0.503792
114,51,0.662977
114,52,0.358448
114,53,0.840129
114,54,0.245963
114,55,0.783479
114,56,0.478297
114,57,0.946381
114,58,0.972174
114,59,0.052664
114,60,0.114185
114,61,0.625914
114,62,0.483485
114,63,0.221074
114,64,0.674055
114,65,0.827397
114,66,0.131165
114,67,0.173015
114,68,0.349261
114,69,0.813377
114,70,0.727878
114,71,0.678832
114,72,0.810135
114,73,0.538366
114,74,0.288182
114,75,0.621034
114,76,0.261770
114,77,0.397688
114,78,0.397501
114,79,0.309329
114,80,0.386030
114,81,0.131397
114,82,0.208406
114,83,0.975505
114,84,0.272823
114,85,0.346322
114,86,0.979483
114,87,0.650600
114,88,0.306057
114,89,0.918025
114,90,0.539170
114,91,0.283675
114,92,0.777455
114,93,0.503995
114,94,0.684369
114,95,0.992632
114,96,0.256181
114,97,0.606182
114,98,0.215650
114,99,0.433844
115,0,0.770115
115,1,0.328473
115,2,0.450570
115,3,0.185740
115,4,0.467105
115,5,0.356994
115,6,0.998576
115,7,0.277425
115,8,0.303391
115,9,0.162622
115,10,0.719769
115,11,0.580577
115,12,0.020538
115,13,0.393325
115,14,0.897888
115,15,0.272443
115,16,0.419920
115,17,0.779024
115,18,0.027340
115,19,0.520862
115,20,0.862058
115,21,0.628034
115,22,0.249924
115,23,0.137945
115,24,0.207527
115,25,0.025621
115,26,0.615965
115,27,0.784441
115,28,0.496989
115,29,0.926334
115,30,0.469177
115,31,0.895633
115,32,0.534176
115,33,0.835375
115,34,0.984969
115,35,0.450065
115,36,0.587655
115,37,0.396316
115,38,0.153473
115,39,0.162516
115,40,0.586067
115,41,0.143896
115,42,0.416580
115,43,0.424656
115,44,0.561450
115,45,0.724850
115,46,0.187297
115,47,0.368713
115,48,0.048120
115,49,0.252859
115,50,0.503792
115,51,0.662977
115,52,0.358448
115,53,0.840129
115,54,0.245963
115,55,0.783479
115,56,0.478297
115,57,0.946381
115,58,0.972174
115,59,0.052664
115,60,0.114185
115,61,0.625914
115,62,0.483485
115,63,0.221074
115,64,0.674055
115,65,0.827397
115,66,0.131165
115,67,0.173015
115,68,0.349261
115,69,0.813377
115,70,0.727878
115,71,0.678832
115,72,0.810135
115,73,0.538366
115,74,0.288182
115,75,0.621034
115,76,0.261770
115,77,0.397688
115,78,0.397501
115,79,0.309329
115,80,0.386030
115,81,0.131397
115,82,0.208406
115,83,0.975505
115,84,0.272823
115,85,0.346322
115,86,0.979483
115,87,0.650600
115,88,0.306057
115,89,0.918025
115,90,0.539170
115,91,0.283675
115,92,0.777455
115,93,0.503995
115,94,0.684369
115,95,0.992632
115,96,0.256181
115,97,0.606182
115,98,0.215650
115,99,0.433844
116,0,0.770115
116,1,0.328473
116,2,0.450570
116,3,0.185740
116,4,0.467105
116,5,0.356994
116,6,0.998576
116,7,0.277425
116,8,0.303391
116,9,0.162622
116,10,0.719769
116,11,0.580577
116,12,0.020538
116,13,0.393325
116,14,0.897888
116,15,0.272443
116,16,0.419920
116,17,0.779024
116,18,0.027340
116,19,0.520862
116,20,0.862058
116,21,0.628034
116,22,0.249924
116,23,0.137945
116,24,0.207527
116,25,0.025621
116,26,0.615965
116,27,0.784441
116,28,0.496989
116,29,0.926334
116,30,0.469177
116,31,0.895633
116,32,0.534176
116,33,0.835375
116,34,0.984969
116,35,0.450065
116,36,0.587655
116,37,0.396316
116,38,0.153473
116,39,0.162516
116,40,0.586067
116,41,0.143896
116,42,0.416580
116,43,0.424656
116,44,0.561450
116,45,0.724850
116,46,0.187297
116,47,0.368713
116,48,0.048120
116,49,0.252859
116,50,0.503792
116,51,0.662977
116,52,0.358448
116,53,0.840129
116,54,0.245963
116,55,0.783479
116,56,0.478297
116,57,0.946381
116,58,0.972174
116,59,0.052664
116,60,0.114185
116,61,0.625914
116,62,0.483485
116,63,0.221074
116,64,0.674055
116,65,0.827397
116,66,0.131165
116,67,0.173015
116,68,0.349261
116,69,0.813377
116,70,0.727878
116,71,0.678832
116,72,0.810135
116,73,0.538366
116,74,0.288182
116,75,0.621034
116,76,0.261770
116,77,0.397688
116,78,0.397501
116,79,0.309329
116,80,0.386030
116,81,0.131397
116,82,0.208406
116,83,0.975505
116,84,0.272823
116,85,0.346322
116,86,0.979483
116,87,0.650600
116,88,0.306057
116,89,0.918025
116,90,0.539170
116,91,0.283675
116,92,0.777455
116,93,0.503995
116,94,0.684369
116,95,0.992632
116,96,0.256181
116,97,0.606182
116,98,0.215650
116,99,0.433844
117,0,0.770115
117,1,0.328473
117,2,0.450570
117,3,0.185740
117,4,0.467105
117,5,0.356994
117,6,0.998576
117,7,0.277425
117,8,0.303391
117,9,0.162622
117,10,0.719769
117,11,0.580577
117,12,0.020538
117,13,0.393325
117,14,0.897888
117,15,0.272443
117,16,0.419920
117,17,0.779024
117,18,0.027340
117,19,0.520862
117,20,0.862058
117,21,0.628034
117,22,0.249924
117,23,0.137945
117,24,0.207527
117,25,0.025621
117,26,0.615965
117,27,0.784441
117,28,0.496989
117,29,0.926334
117,30,0.469177
117,31,0.895633
117,32,0.534176
117,33,0.835375
117,34,0.984969
117,35,0.450065
117,36,0.587655
117,37,0.396316
117,38,0.153473
117,39,0.162516
117,40,0.586067
117,41,0.143896
117,42,0.416580
117,43,0.424656
117,44,0.561450
117,45,0.724850
117,46,0.187297
117,47,0.368713
117,48,0.048120
117,49,0.252859
117,50,0.503792
117,51,0.662977
117,52,0.358448
117,53,0.840129
117,54,0.245963
117,55,0.783479
117,56,0.478297
117,57,0.946381
117,58,0.972174
117,59,0.052664
117,60,0.114185
117,61,0.625914
117,62,0.483485
117,63,0.221074
117,64,0.674055
117,65,0.827397
117,66,0.131165
117,67,0.173015
117,68,0.349261
117,69,0.813377
117,70,0.727878
117,71,0.678832
117,72,0.810135
117,73,0.538366
117,74,0.288182
117,75,0.621034
117,76,0.261770
117,77,0.397688
117,78,0.397501
117,79,0.309329
117,80,0.386030
117,81,0.131397
117,82,0.208406
117,83,0.975505
117,84,0.272823
117,85,0.346322
117,86,0.979483
117,87,0.650600
117,88,0.306057
117,89,0.918025
117,90,0.539170
117,91,0.283675
117,92,0.777455
117,93,0.503995
117,94,0.684369
117,95,0.992632
117,96,0.256181
117,97,0.606182
117,98,0.215650
117,99,0.433844
118,0,0.770115
118,1,0.328473
118,2,0.450570
118,3,0.185740
118,4,0.467105
118,5,0.356994
118,6,0.998576
118,7,0.277425
118,8,0.303391
118,9,0.162622
118,10,0.719769
118,11,0.580577
118,12,0.020538
118,13,0.393325
118,14,0.897888
118,15,0.272443
118,16,0.419920
118,17,0.779024
118,18,0.027340
118,19,0.520862
118,20,0.862058
118,21,0.628034
118,22,0.249924
118,23,0.137945
118,24,0.207527
118,25,0.025621
118,26,0.615965
118,27,0.784441
118,28,0.496989
118,29,0.926334
118,30,0.469177
118,31,0.895633
118,32,0.534176
118,33,0.835375
118,34,0.984969
118,35,0.450065
118,36,0.587655
118,37,0.396316
118,38,0.153473
118,39,0.162516
118,40,0.586067
118,41,0.143896
118,42,0.416580
118,43,0.424656
118,44,0.561450
118,45,0.724850
118,46,0.187297
118,47,0.368713
118,48,0.048120
118,49,0.252859
118,50,0.503792
118,51,0.662977
118,52,0.358448
118,53,0.840129
118,54,0.245963
118,55,0.783479
118,56,0.478297
118,57,0.946381
118,58,0.972174
118,59,0.052664
118,60,0.114185
118,61,0.625914
118,62,0.483485
118,63,0.221074
118,64,0.674055
118,65,0.827397
118,66,0.131165
118,67,0.173015
118,68,0.349261
118,69,0.813377
118,70,0.727878
118,71,0.678832
118,72,0.810135
118,73,0.538366
118,74,0.288182
118,75,0.621034
118,76,0.261770
118,77,0.397688
118,78,0.397501
118,79,0.309329
118,80,0.386030
118,81,0.131397
118,82,0.208406
118,83,0.975505
118,84,0.272823
118,85,0.346322
118,86,0.979483
118,87,0.650600
118,88,0.306057
118,89,0.918025
118,90,0.539170
118,91,0.283675
118,92,0.777455
118,93,0.503995
118,94,0.684369
118,95,0.992632
118,96,0.256181
118,97,0.606182
118,98,0.215650
118,99,0.433844
119,0,0.770115
119,1,0.328473
119,2,0.450570
119,3,0.185740
119,4,0.467105
119,5,0.356994
119,6,0.998576
119,7,0.277425
119,8,0.303391
119,9,0.162622
119,10,0.719769
119,11,0.580577
119,12,0.020538
119,13,0.393325
119,14,0.897888
119,15,0.272443
119,16,0.419920
119,17,0.779024
119,18,0.027340
119,19,0.520862
119,20,0.862058
119,21,0.628034
119,22,0.249924
119,23,0.137945
119,24,0.207527
119,25,0.025621
119,26,0.615965
119,27,0.784441
119,28,0.496989
119,29,0.926334
119,30,0.469177
119,31,0.895633
119,32,0.534176
119,33,0.835375
119,34,0.984969
119,35,0.450065
119,36,0.587655
119,37,0.396316
119,38,0.153473
119,39,0.162516
119,40,0.586067
119,41,0.143896
119,42,0.416580
119,43,0.424656
119,44,0.561450
119,45,0.724850
119,46,0.187297
119,47,0.368713
119,48,0.048120
119,49,0.252859
119,50,0.503792
119,51,0.662977
119,52,0.358448
119,53,0.840129
119,54,0.245963
119,55,0.783479
119,56,0.478297
119,57,0.946381
119,58,0.972174
119,59,0.052664
119,60,0.114185
119,61,0.625914
119,62,0.483485
119,63,0.221074
119,64,0.674055
119,65,0.827397
119,66,0.131165
119,67,0.173015
119,68,0.349261
119,69,0.813377
119,70,0.727878
119,71,0.678832
119,72,0.810135
119,73,0.538366
119,74,0.288182
119,75,0.621034
119,76,0.261770
119,77,0.397688
119,78,0.397501
119,79,0.309329
119,80,0.386030
119,81,0.131397
119,82,0.208406
119,83,0.975505
119,84,0.272823
119,85,0.346322
119,86,0.979483
119,87,0.650600
119,88,0.306057
119,89,0.918025
119,90,0.539170
119,91,0.283675
119,92,0.777455
119,93,0.503995
119,94,0.684369
119,95,0.992632
119,96,0.256181
119,97,0.606182
119,98,0.215650
119,99,0.433844
120,0,0.770115
120,1,0.328473
120,2,0.450570
120,3,0.185740
120,4,0.467105
120,5,0.356994
120,6,0.998576
120,7,0.277425
120,8,0.303391
120,9,0.162622
120,10,0.719769
120,11,0.580577
120,12,0.020538
120,13,0.393325
120,14,0.897888
120,15,0.272443
120,16,0.419920
120,17,0.779024
120,18,0.027340
120,19,0.520862
120,20,0.862058
120,21,0.628034
120,22,0.249924
120,23,0.137945
120,24,0.207527
120,25,0.025621
120,26,0.615965
120,27,0.784441
120,28,0.496989
120,29,0.926334
120,30,0.469177
120,31,0.895633
120,32,0.534176
120,33,0.835375
120,34,0.984969
120,35,0.450065
120,36,0.587655
120,37,0.396316
120,38,0.153473
120,39,0.162516
120,40,0.586067
120,41,0.143896
120,42,0.416580
120,43,0.424656
120,44,0.561450
120,45,0.724850
120,46,0.187297
120,47,0.368713
120,48,0.048120
120,49,0.252859
120,50,0.503792
120,51,0.662977
120,52,0.358448
120,53,0.840129
120,54,0.245963
120,55,0.783479
120,56,0.478297
120,57,0.946381
120,58,0.972174
120,59,0.052664
120,60,0.114185
120,61,0.625914
120,62,0.483485
120,63,0.221074
120,64,0.674055
120,65,0.827397
120,66,0.131165
120,67,0.173015
120,68,0.349261
120,69,0.813377
120,70,0.727878
120,71,0.678832
120,72,0.810135
120,73,0.538366
120,74,0.288182
